,index,IFFO1,CD9,PI3,CP,DENND2D_1
119,119,0.34785666397744897,0.287356910151221,0.68009249918418,0.872363178951051,0.582668595231298
120,120,0.290739688728839,0.28700246058138595,0.663422059328841,0.8774059035776031,0.5247246000521721
121,121,0.43681299145279995,0.256401744445488,0.654839455227504,0.8720195156820859,0.6126549303839991
122,122,0.179155398805762,0.301024698369139,0.736490664644995,0.833281655093448,0.541656284626315
123,123,0.28507790932123,0.37607425183515897,0.6238691314583039,0.8301904158440021,0.544557459301476
124,124,0.323424028809979,0.574651386992167,0.526136944945856,0.8160910961680808,0.541141596336362
125,125,0.38687617463869,0.31218228452759306,0.543619293369644,0.8769299728571222,0.4498193549862021
126,126,0.319178779921713,0.388407107303924,0.642818366441931,0.840548655769428,0.639412501871185
127,127,0.5304734597473649,0.12937594006752,0.655756959101253,0.8794542792241551,0.7544184084430391
128,128,0.604557850023684,0.0969419907215955,0.7041384305421039,0.8147849410185799,0.586595716181577
129,129,0.418404942146469,0.405452974799401,0.619825837218948,0.8953390223697489,0.48897464206856
130,130,0.413338702772371,0.388521848271114,0.703728151343957,0.858098546805431,0.5561618995616611
131,131,0.572465985289735,0.144689418982101,0.625072202428131,0.8787136298733349,0.647329993112319
132,132,0.428540146524793,0.364333527052508,0.6370841444034,0.866357732077658,0.570772683356741
133,133,0.346232549334216,0.387270637171359,0.660932651049324,0.846561196191182,0.542639214352574
134,134,0.313439001323272,0.4291323528642629,0.594163468749055,0.875047695633774,0.511840107466694
135,135,0.403680059392364,0.453524686115089,0.5581835245194781,0.790146433349179,0.4579215075469051
136,136,0.47310746358587197,0.323403338909918,0.7329501646182571,0.892231382980472,0.6052273500217371
137,137,0.27615249992375,0.414381589898579,0.575309726972163,0.8400429983952921,0.459240313518472
138,138,0.462954265995457,0.394353810445436,0.621897925782795,0.7670460492183191,0.43768603824834
139,139,0.550312822904399,0.29423833887602097,0.688896936579908,0.904947668079029,0.679236601038333
140,140,0.543520008336877,0.211210186876589,0.6393862816132939,0.6862556383068299,0.552047572548548
141,141,0.507382771440846,0.314941642451,0.628969253562565,0.85287424498797,0.593243688957083
142,142,0.084635256582573,0.4046530773387729,0.609578610934166,0.906013699993008,0.5544565362820639
143,143,0.34252558277318396,0.3964577271046071,0.628826799811648,0.8916077015285,0.542865562240778
144,144,0.28713197181822403,0.397205530381078,0.59124064828558,0.8756021821992059,0.528988532516137
145,145,0.312408976577188,0.330123440446583,0.6475692227582471,0.8810776810928,0.5772110526532261
146,146,0.259251146239465,0.35313948503304,0.660845387408004,0.850645001589738,0.578654009575415
147,147,0.429235160922505,0.349464148960317,0.66272344231271,0.8978758485846651,0.502749731877051
148,148,0.481850763099406,0.23277949904744896,0.6078717272681999,0.8876063161755658,0.5116231710023429
149,149,0.539635855928097,0.1800713202344,0.7865616597614731,0.8727661297037509,0.67052556816063
150,150,0.35818036638690004,0.432133632882957,0.6081780827990889,0.847814855112215,0.4984444081738351
151,151,0.541920728248877,0.177803365087543,0.6284003550286489,0.8667213864495759,0.585422516979241
152,152,0.23479389594725603,0.329947300600474,0.7572324219427841,0.8727346074787429,0.547887758838759
153,153,0.170374804088026,0.362530163542122,0.720112244072669,0.885037434144053,0.473953107722806
154,154,0.5398209359330471,0.197208230121351,0.7121326728242672,0.884296653493578,0.6373020058869399
155,155,0.5759172332380389,0.196445421811886,0.617351388362416,0.8968936586396301,0.61301184406814
156,156,0.518447386051351,0.210787595997858,0.629402876678164,0.8831091704585942,0.592030653669906
157,157,0.526100586440104,0.195716834126974,0.671374935227641,0.8943571664480979,0.6063295161532061
158,158,0.400752966125228,0.24382939040119295,0.636385516823997,0.8655734178407779,0.539580587729111
159,159,0.349928954440822,0.399701809229301,0.5773076757904929,0.873757356725159,0.4115638633733951
160,160,0.47983142085618896,0.20344524185678306,0.643657016045598,0.837472608974662,0.541415187900018
161,161,0.305883352872918,0.281472804659827,0.634886739555939,0.8809635356414899,0.56452965962645
162,162,0.255076382912382,0.361700693333041,0.606506094817186,0.8215167420836759,0.5050816796440589
163,163,0.24569923100792698,0.36096956454525897,0.600468348174171,0.899755446180604,0.483136064291116
164,164,0.23484127827148396,0.305085346280583,0.588389836214146,0.866249787851255,0.500816263663658
165,165,0.380732957264641,0.3650446024910409,0.599394921815558,0.852778756762739,0.49665591182365
166,166,0.37020422026461997,0.306979624382509,0.6715944567506291,0.882091815579288,0.568669932968466
167,167,0.279565268852815,0.357819449747562,0.695657099406705,0.8940752096639879,0.578762214944785
168,168,0.222512140176927,0.296572833036891,0.658441743947251,0.881374813882412,0.5293009900867001
169,169,0.246569654005368,0.412866694032832,0.6806976739255899,0.887190777531487,0.49218368102927
170,170,0.318250254742255,0.368831960086748,0.6315586079604479,0.882594973208424,0.5400996383141821
171,171,0.273131400133447,0.302771843670267,0.614150223828138,0.870839931223381,0.5756635690867161
172,172,0.27109899205255805,0.357419766939609,0.713329152439592,0.8665949816183158,0.5962560411847391
173,173,0.47516350129163204,0.335553749078663,0.673441061452985,0.9117187766742608,0.58306475603711
174,174,0.34358263372543,0.41582479392371297,0.617467279070667,0.810856956512499,0.493013096567179
175,175,0.296999201257607,0.448551590668292,0.6812068868562029,0.908423682818905,0.5356218101566049
176,176,0.39562035945727797,0.36306937745112,0.638841038275484,0.9049712843852372,0.583807947141788
177,177,0.559676169174823,0.3374109460674289,0.6235851726323121,0.9006115878952751,0.61081396177102
178,178,0.287717274542453,0.416731848348354,0.6367998881700889,0.90458229024356,0.601871736075781
179,179,0.248079405519224,0.481293493553601,0.667585047940607,0.9133433050576528,0.543701126077889
180,180,0.304537777094175,0.41974952330870896,0.651955440221922,0.910757857487649,0.502217088962015
181,181,0.500662199519644,0.259094710833165,0.591173765409736,0.90349271302888,0.580766178328696
182,182,0.544922639609887,0.26005661985855805,0.6565500850315551,0.859774636501355,0.555729792429672
183,183,0.52713929108364,0.263573994636825,0.658950726809811,0.8681981808590341,0.581172610542124
184,184,0.549501945639573,0.344679675926476,0.699995422922102,0.907908508055543,0.7327379695929029
185,185,0.5462678192259071,0.30769273611783804,0.760763879887532,0.850595191596525,0.6663380895572371
186,186,0.4562181610510971,0.3861801089679389,0.665308998976523,0.8604630868917259,0.563797146568706
187,187,0.31014936249117697,0.388193228971281,0.6387095159641479,0.8927595658388778,0.499954805084005
188,188,0.400488780341556,0.3381230675160881,0.579818771196386,0.8670015410712401,0.571419011193492
189,189,0.5053537277086989,0.34561947307305,0.652099085534977,0.828312458629636,0.624481881242766
190,190,0.35960453066542997,0.418950232809734,0.7110016129617751,0.859205226365259,0.548236505545059
191,191,0.51203480303091,0.36679365977529294,0.721020867039187,0.8608359946464859,0.592604182523138
192,192,0.337105804492326,0.4011477327344579,0.532450294845814,0.8495448830177149,0.473176501269411
193,193,0.40925034340293,0.368100427323353,0.632121732128587,0.890205493476995,0.565801038229669
194,194,0.347473503367513,0.44258002232655297,0.6662265896885021,0.8357672235653961,0.508358681500658
195,195,0.5829906647373039,0.222819275163198,0.7090772315747769,0.8387000337434749,0.704090290907688
196,196,0.432298273546445,0.400066481516804,0.626921481146901,0.829694565265163,0.464111200777925
197,197,0.440874345030344,0.34026262843500205,0.636367432157944,0.8517392613715691,0.556095739232881
198,198,0.4696620132842871,0.3657009793492971,0.5688856528354039,0.84758898763219,0.41831043970914095
199,199,0.52269255668419,0.411751140166818,0.6510005175763559,0.886939979216812,0.5125136261421299
200,200,0.348650734362635,0.407497138880231,0.630421973309272,0.846379351450337,0.496889811936917
201,201,0.41815644742841707,0.38235775648664505,0.683479283395907,0.82485944335737,0.4843120625565101
202,202,0.340766753472047,0.405285102269036,0.663876660149043,0.8752953704340141,0.594684910723811
203,203,0.205788374935065,0.33453241191954497,0.468717833781415,0.8611250176735759,0.423276609049882
204,204,0.6128661292942579,0.0843168351989199,0.7404286128734959,0.876613615708758,0.7269374017675799
205,205,0.610177418824852,0.15991595304272302,0.620756806303394,0.92424246824072,0.691156174115275
206,206,0.196782032129242,0.335219908106484,0.6209556273247729,0.714536251053537,0.4357170344851389
207,207,0.586553293054062,0.221082935074654,0.7416748118563391,0.882636915107834,0.600122902160513
